Log Temuan,Kategori,cleaned_text
"pada saat Pengawas mengirim draft IRR, belum muncul dialog box  â€œapakah peringkat Tingkat Kondisi per masing-masing komponen sudah sesuai dengan template ?â€œ<br><br>cek usreq",Mayor,pada saat pengawas mengirim draft irr belum muncul dialog box apakah peringkat tingkat kondisi per masing masing komponen sudah sesuai dengan template [html_tag] [html_tag] cek usreq
"Pada Nip : 03960 Periode Oktober 2025, pada download slip gaji , slip gaji bahasa inggris dan preview terdapat kalimat double (SS1)",Mayor,pada nip periode oktober 2025 pada download slip gaji slip gaji bahasa inggris dan preview terdapat kalimat double ss 1
"Perlu Perubahan dari Existing menjadi ""Penilaian Kembali Pihak Utama (PKPU)"" (SS01)",Kosmetik,perlu perubahan dari existing menjadi penilaian kembali pihak utama pkpu ss 01
"Typo informasi, diketerangan batas size gambar 10MB, tapi saat dijalankan 1MB",Mayor,typo informasi diketerangan batas size gambar 10 mb tapi saat dijalankan 1 mb
field catatan belum ada tanda mandatory,Minor,field catatan belum ada tanda mandatory
"belum muncul dialog box/  pop up â€œreviewer pendukung belum melakukan review (bersifat opsional), apakah anda yakin akan melakukanpersetujuan?â€ ketika  reviewer utama menyetujui sebelum dilakukan review oleh reviewer pendukung <br><br>",Mayor,belum muncul dialog box pop up reviewer pendukung belum melakukan review bersifat opsional apakah anda yakin akan melakukanpersetujuan ketika reviewer utama menyetujui sebelum dilakukan review oleh reviewer pendukung [html_tag] [html_tag]
"Penamaan jenis koreksi pada Preview ini ""Perubahan atas Inisiatif LJK dan Penyesuaian atas Permintaan OJK"" tetapi kalau di strucdat ""Koreksi LJK dan Koreksi Pengawas""<br>",Kosmetik,penamaan jenis koreksi pada preview ini perubahan atas inisiatif ljk dan penyesuaian atas permintaan ojk tetapi kalau di strucdat koreksi ljk dan koreksi pengawas [html_tag]
"Ketika menjalankan skenario 23, yang seharusnya gagal monitoring/web tetapi gagal pada client dan gagalnya pada Log gagal monitoring Absensi",Mayor,ketika menjalankan skenario 23 yang seharusnya gagal monitoring web tetapi gagal pada client dan gagal nya pada log gagal monitoring absensi
Proses Gaji tidak kunjung selesai,Mayor,proses gaji tidak kunjung selesai
"Jika Satuan Kerja panjang, Sutuan Kerja akan tumpang tindih pada Hasil Download Formulir",Kosmetik,jika satuan kerja panjang sutuan kerja akan tumpang tindih pada hasil download formulir
terdapat typo pada KYFC,Kosmetik,terdapat typo pada kyfc
"pada LPK, di website <strong>bold</strong>, pada struckdat tidak bold<br>",Kosmetik,pada lpk di website [html_tag] bold [html_tag] pada struckdat tidak bold [html_tag]
"dokumen kyfc yang sudah di upload dan disetujui, belum terbentuk pada menu dokumen output.",Mayor,dokumen kyfc yang sudah di upload dan disetujui belum terbentuk pada menu dokumen keluaran
pada AI:<br>-Penulisan judul form berbeda dengan strukdat<br>-<i>Repurchase agreement</i> (Repo) di strukdat italic<br>-<b>TOTAL INVESTASI</b> pada strukdat <b>Bold</b><br><br>,Kosmetik,pada ai [html_tag] penulisan judul form berbeda dengan struktur data [html_tag] [html_tag] repurchase agreement [html_tag] repo di struktur data italic [html_tag] [html_tag] total investasi [html_tag] pada struktur data [html_tag] bold [html_tag] [html_tag] [html_tag]
pada DTUM:<br>-Penulisan judul form berbeda dengan strukdat<br><br>,Kosmetik,pada dtum [html_tag] penulisan judul form berbeda dengan struktur data [html_tag] [html_tag]
tidak muncul menu meneruskan pengarsipan<br><br>,Mayor,tidak muncul menu meneruskan pengarsipan [html_tag] [html_tag]
data irr yang telah disetujui tidak muncul pada dokumen output IRR,Mayor,data irr yang telah disetujui tidak muncul pada dokumen keluaran irr
"terdapat tanda ""&lt;x_x&gt;"" pada footer  file hasil download template IRR",Kosmetik,terdapat tanda [html_tag] x_x [html_tag] pada footer file hasil download template irr
"Saat memasukan tanggal pada Daftar Item Arsip jika memasukan data tanggal ""Dari"" lebih dari data tanggal ""Sampai"" tidak ada notifikasi/popup apapun (dapat diinput)",Mayor,saat memasukan tanggal pada daftar item arsip jika memasukan data tanggal dari lebih dari data tanggal sampai tidak ada notifikasi popup apapun dapat diinput
"pada HAI:<br>-Penulisan judul form berbeda dengan strukdat<br><i style=""font-size: 11.36px;"">-Repurchase agreement</i> (Repo) di strukdat italic<br style=""font-size: 11.36px;"">-<b style=""font-size: 11.36px;"">TOTAL INVESTASI</b> pada strukdat <b style=""font-size: 11.36px;"">Bold</b><br>",Kosmetik,pada hai [html_tag] penulisan judul form berbeda dengan struktur data [html_tag] [html_tag] repurchase agreement [html_tag] repo di struktur data italic [html_tag] [html_tag] total investasi [html_tag] pada struktur data [html_tag] bold [html_tag] [html_tag]
1. ada error code ketika hover laporan<br><br>2. nama laporan terpotong ketika di tab validasi<br><br>3. ketika ingin download log gagal muncul halaman error,Fatal,1 ada error code ketika hover laporan [html_tag] [html_tag] 2 nama laporan terpotong ketika di tab validasi [html_tag] [html_tag] 3 ketika ingin download log gagal muncul halaman error
belum bisa melakukan export pdf dan excel,Mayor,belum bisa melakukan export pdf dan excel
"pada INVDEP::<br>di line Total, berwarna abu-abu<br>",Kosmetik,pada invdep [html_tag] di line total berwarna abu abu [html_tag]
Saat upload file melalui web untuk kirim data muncul notif <strong>Penamaan File Tidak Sesuai dengan aturan</strong>,Fatal,saat upload file melalui web untuk kirim data muncul notif [html_tag] penamaan file tidak sesuai dengan aturan [html_tag]
"Pada PROP, di kolom 3,4,5,9 dan 17 belum ada nama Referensi<br>",Kosmetik,pada prop di kolom 3 4 5 9 dan 17 belum ada nama referensi [html_tag]
saat ini tombol setuju bisa diklik langsung tanpa klik preview,Mayor,saat ini tombol setuju bisa diklik langsung tanpa klik preview
Pada menu input file belum ada batas maksimal untuk file yang di input,Mayor,pada menu masukan file belum ada batas maksimal untuk file yang di masukan
"Pada upload PPh 21 TER Exception  dan sudah sukses, kemudian memporses pajak PPh 21 TER  untuk data transaksi per pegawai sudah simpan, Nominal Hasil Perhitungan Pajak pada PPH 21 dibayar belum sesuai dengan hasil upload  (SS1)",Mayor,pada upload pph 21 ter exception dan sudah sukses kemudian memporses pajak pph 21 ter untuk data transaksi per pegawai sudah simpan nominal hasil perhitungan pajak pada pph 21 dibayar belum sesuai dengan hasil upload ss 1
Unit kerja tidak muncul,Mayor,unit kerja tidak muncul
"ketika menjalankan skenario ""Upload Rutin Pada Periode Rutin (Eksternal belum laporan rutin)"" gagal juga pada validasi web",Mayor,ketika menjalankan skenario upload rutin pada periode rutin eksternal belum laporan rutin gagal juga pada validasi web
"terdapat typo pada header Know Your Fincancial Conglomerate""",Kosmetik,terdapat typo pada header know your fincancial conglomerate
"FE Login Pegawai belum bisa untuk 04369, 04371, 04372 atau 04373",Mayor,fe login pegawai belum bisa untuk atau
"Pada unduh PPH 21 SIAUTO Pada T.1.1 Penulisan ""Status Dokumen Pajak "" sedangkan hasil download hanya Status  Pajak (SS1)<br>",Kosmetik,pada unduh pph 21 siauto pada t 1 1 penulisan status dokumen pajak sedangkan hasil download hanya status pajak ss 1 [html_tag]
kolom status review terpotong,Minor,kolom status review terpotong
"Penamaan unduh excel PPH 21 Siauto, tetapi pada aplikasi unduh csv.",Kosmetik,penamaan unduh excel pph 21 siauto tetapi pada aplikasi unduh csv
menu kyfc tidak dapat diakses oleh usernonpengawas1. muncul page server error,Mayor,menu kyfc tidak dapat diakses oleh usernonpengawas 1 muncul page server error
Maksimum file yang dapat diupload berbeda dengan ketentuan dengan notifikasi yang ada,Mayor,maksimum file yang dapat diupload berbeda dengan ketentuan dengan notifikasi yang ada
"pada usreq penyusunan kyfc terdapat poin "" Pada setiap level persetujuan bisa melakukan edit, dan dapat melakukanupload dan download dokumen ringkasan eksekutif dan analisis komponendalam bentuk ms. Word"".<br><br>saat ini pada reviewer pendukung dan utama, tombol editnya dissable<br>",Mayor,pada usreq penyusunan kyfc terdapat poin pada setiap level persetujuan bisa melakukan edit dan dapat melakukanupload dan download dokumen ringkasan eksekutif dan analisis komponendalam bentuk ms word [html_tag] [html_tag] saat ini pada reviewer pendukung dan utama tombol edit nya dissable [html_tag]
"Setelah upload dan tambah PPh 21detail Pensiun, dan ingin memporses pajak PPh 21 Detail Pensiun. pada menu Transaksi per pegawai button roolback dan setujui proses terkunci , sedangkan di transaksi gaji proses tidak terkunci (SS1)",Mayor,setelah upload dan tambah pph 21 detail pensiun dan ingin memporses pajak pph 21 detail pensiun pada menu transaksi per pegawai button roolback dan setujui proses terkunci sedangkan di transaksi gaji proses tidak terkunci ss 1
"Pada saat ingin mengisi data field ""Tunjuk Silang"" ada pilih jenis arsip, namun tidak ada data yang dapat dipilih",Mayor,pada saat ingin mengisi data field tunjuk silang ada pilih jenis arsip namun tidak ada data yang dapat dipilih
"Pada tabel pelaporan RASL, nama berbeda dengan strucdat<br>",Minor,pada tabel pelaporan rasl nama berbeda dengan strucdat [html_tag]
"Form INVSB, Data tidak ditemukan",Fatal,form invsb data tidak ditemukan
Saat upload file melalui web untuk kirim data muncul notif <strong>Penamaan File Tidak Sesuai dengan aturan</strong>,Fatal,saat upload file melalui web untuk kirim data muncul notif [html_tag] penamaan file tidak sesuai dengan aturan [html_tag]
"Setelah Buat entri baru denganPeriode Tahun 2019 , setelah berhasil tambah dan ingin hapus, tidak dapat terhapus (SS1)",Mayor,setelah buat entri baru dengan periode tahun 2019 setelah berhasil tambah dan ingin hapus tidak dapat terhapus ss 1
Pada bagian tunjuk silang tidak muncul pilihan apapun,Mayor,pada bagian tunjuk silang tidak muncul pilihan apapun
menu to do list tidak dapat diakses. Muncul page server error,Fatal,menu to do list tidak dapat diakses muncul page server error
mohon dibantu untuk memunculkan item arsip,Mayor,mohon dibantu untuk memunculkan item arsip
log in sebagai pegawai  dan Unduh formulir 1721â€“ A1 data tidak dapat diunduh (SS1),Mayor,log in sebagai pegawai dan unduh formulir 1721 a 1 data tidak dapat diunduh ss 1
"di usreq terdapat fitur search berdasarkan pilihan:<br>a. Keyword<br>b. Jenis Laporan (KYFC, IRR, ataupun laporan lain yang nantinya akan<br>dikembangkan pada SIPKK)<br>c. Tahun<br>d. PIKK<br>",Mayor,di usreq terdapat fitur search berdasarkan pilihan [html_tag] a keyword [html_tag] b jenis laporan kyfc irr ataupun laporan lain yang nantinya akan [html_tag] dikembangkan pada sipkk [html_tag] c tahun [html_tag] d pikk [html_tag]
"1. blm muncul pop up berhasil tambah data<br><br>2. pas tambah data terdapat delay lumayan lama, sehingga data tidak langsung terinput ke tabel manajemen",Mayor,1 belum muncul pop up berhasil tambah data [html_tag] [html_tag] 2 pas tambah data terdapat delay lumayan lama sehingga data tidak langsung terinput ke tabel manajemen
terdapat kata yang belum sesuai dengan sumber data dan tabel kolom yang tidak rapih<br><br><br>SS terlampir,Minor,terdapat kata yang belum sesuai dengan sumber data dan tabel kolom yang tidak rapih [html_tag] [html_tag] [html_tag] ss terlampir
muncul error ketika menekan tombol preview<br><br>SS terlampir,Fatal,muncul error ketika menekan tombol preview [html_tag] [html_tag] ss terlampir
terdapat kata yang belum ditebalkan seperti pada sumber data<br><br>SS terlampir,Kosmetik,terdapat kata yang belum ditebalkan seperti pada sumber data [html_tag] [html_tag] ss terlampir
data berulang,Minor,data berulang
"1. Nama Referensi Kolom 3 dan 5 berbeda dengan strutur data<br><br>2. Pada kolom 5 terdapat tanda : pada data referensi, seharusnya pada struktur data boleh karakter :<br><br>3. Referensi Kolom 6 bernilai salah namun tidak muncul pesan",Mayor,1 nama referensi kolom 3 dan 5 berbeda dengan strutur data [html_tag] [html_tag] 2 pada kolom 5 terdapat tanda pada data referensi seharusnya pada struktur data boleh karakter [html_tag] [html_tag] 3 referensi kolom 6 bernilai salah namun tidak muncul pesan
1. pada slip gaji dan slip gaji bahasa inggris terdapat perbedaan jumlah angka  (SS 1)<br><br>2. Penamaan pada slip gaji dan slip gaji bahasa inggris tidak sesuai mengakibatkan nilai juga tertukar (SS2),Mayor,1 pada slip gaji dan slip gaji bahasa inggris terdapat perbedaan jumlah angka ss 1 [html_tag] [html_tag] 2 penamaan pada slip gaji dan slip gaji bahasa inggris tidak sesuai mengakibatkan nilai juga tertukar ss 2
"pada validasi laporan JKP melalui web hasilnya gagal web seharusnya sukses. namun saat klik download log kesalahan, web nya jadi error",Fatal,pada validasi laporan jkp melalui web hasil nya gagal web seharusnya sukses namun saat klik download log kesalahan web nya jadi error
1. Nama Kolom 16 kelebihan tanda /,Kosmetik,1 nama kolom 16 kelebihan tanda
"pada <br>-AI<br>-HAI<br>-LPKOM<br>-RAS<br><br><br>terdapat singkatan nama ""JK"", seharusnya ""JKM""",Kosmetik,pada [html_tag] ai [html_tag] hai [html_tag] lpkom [html_tag] ras [html_tag] [html_tag] [html_tag] terdapat singkatan nama jk seharusnya jkm
"<i>Filtering</i> Skenario, keterangan, tipe, sumber data, satker, tujuan, jadwal, dokumen, tanggal mulai skenario belum berfungsi (SS1)<br><br>SS terlampir",Mayor,[html_tag] filtering [html_tag] skenario keterangan tipe sumber data satker tujuan jadwal dokumen tanggal mulai skenario belum berfungsi ss 1 [html_tag] [html_tag] ss terlampir
terdapat kata yang belum ditebalkan seperti pada sumber data<br><br>SS terlampir,Kosmetik,terdapat kata yang belum ditebalkan seperti pada sumber data [html_tag] [html_tag] ss terlampir
dokumen preview kyfc terdapat:<br>1. Halaman kosong pada tabel <br>2. judul tabel tidak rapi,Mayor,dokumen preview kyfc terdapat [html_tag] 1 halaman kosong pada tabel [html_tag] 2 judul tabel tidak rapi
"tabel riwayat review tidak terisi, padahal sebelumnya sudah ada aktivitas review oleh reviewer pendukung",Mayor,tabel riwayat review tidak terisi padahal sebelumnya sudah ada aktivitas review oleh reviewer pendukung
"kolom ""Counterparty"" tidak ada pada tampila preview<br><br>SS terlampir",Minor,kolom counterparty tidak ada pada tampila preview [html_tag] [html_tag] ss terlampir
Pada Surplus/Defisit dan Jumlah perlu di bold (SS01)<br>,Kosmetik,pada surplus defisit dan jumlah perlu di bold ss 01 [html_tag]
"Pada kolom Periode Bulan Laporan dan Desember Tahun x-1<br>baris Layanan konvensional Layanan syariah tidak sesuai. (tidak ada ,00%)<br>",Minor,pada kolom periode bulan laporan dan desember tahun x 1 [html_tag] baris layanan konvensional layanan syariah tidak sesuai tidak ada 00 [html_tag]
"pemantauan ISP yang sudah ""ditetapkan""/sudah disetujui oleh reviewer utama, tidak masuk ke menu dokumen output. <br>sampel tes : data BRI semester 1 2024",Fatal,pemantauan isp yang sudah ditetapkan sudah disetujui oleh reviewer utama tidak masuk ke menu dokumen keluaran [html_tag] sampel tes data bri semester 1 2024
"<b>Gagal melakukan generate</b> dan menampilkan technical errorcode. Stopper, terjadi pada seluruh 'Tabel Laporan'<br><br>(SS)",Fatal,[html_tag] gagal melakukan generate [html_tag] dan menampilkan technical errorcode stopper terjadi pada seluruh tabel laporan [html_tag] [html_tag] ss
"pada AI &amp; HAI nama tabel "" <b>Total Investasi</b>"" belum Bold dan "" <i>Repurchase agreement</i> "" belum Italic<br>",Kosmetik,pada ai [html_tag] hai nama tabel [html_tag] total investasi [html_tag] belum bold dan [html_tag] repurchase agreement [html_tag] belum italic [html_tag]
terdapat kesalahan kata pada tabel<br><br>SS terlampir,Minor,terdapat kesalahan kata pada tabel [html_tag] [html_tag] ss terlampir
Menu <b>administrasi pengguna</b> gagal diakses. Sebaiknya tidak ditampilkan<br><br>(SS),Fatal,menu [html_tag] administrasi pengguna [html_tag] gagal diakses sebaiknya tidak ditampilkan [html_tag] [html_tag] ss
Pada tahap pemilihan penandatangan sudah dilakukan pencarian nama namun tidak muncul sama sekali,Mayor,pada tahap pemilihan penandatangan sudah dilakukan pencarian nama namun tidak muncul sama sekali
terdapat kesalahan tanda symbol pada kolom data<br><br>terdapat kata yang belum ditebalkan sesuai sumber data<br><br><br>SS terlampir,Kosmetik,terdapat kesalahan tanda symbol pada kolom data [html_tag] [html_tag] terdapat kata yang belum ditebalkan sesuai sumber data [html_tag] [html_tag] [html_tag] ss terlampir
