Log Temuan,Kategori
Pada saat edit riset laporan hasil riset semua field sudah terisi tetapi setelah simpan terdapat error (SS1),Fatal
"Ubah Role, dan Klik Simpan menampilkan Pop Up Gagal, namun pada saat halaman di refresh, menampilkan role yang ditambahkan",Mayor
"1. ketika mengubah filter periode, tidak terekam pada log aktivitas<br><br>2. Ketika melakukan export PDF dan excel di menu lain (selain UC10), pada audit log tercatat melakukan aktivitasnya di menu UC10<br>",Mayor
Pada app dapat upload dokumen dengan jenis dokumen apa saja diluar jenis dokumen yang ditentukan,Mayor
"1. Judul tidak sesuai dengan sub-submenu. Ada typo<br>2. saat melakukan add/edit/delete di salah satu section, setelahnya langsung diarahkan ke halaman tersebut, tidak dijadikan 1 seperti tampilan awal",Mayor
sector name tidak tampil untuk sector name yang ditambahkan saat testing,Mayor
"Pada app tidak sesuai dengan mockup, di app ada sumberdata, created by dan status sedangkan di mockup tidak ada",Mayor
"Pada di app dan di mockup berbeda di app ada ""sumber data"" dan di mockup tidak ada",Mayor
"Kurang SubSubMenu ""Pelanggaran""",Mayor
Belum menerima email LJK dan pengawas,Mayor
"Inkonsistensi terkait kata Netto dan Neto.<br>Kata 'Netto' (tdk baku) harap diubah menjadi 'Neto"" (baku). (SS)<br><br>Minor, krn terdapat 2 case",Minor
Pada T.1.1 dan skenario penamaan dengan aplikasi berbeda (SS1),Kosmetik
3 komponen Indikator paling bawah berbeda dengan dokumen acuan. <br><br>(SS),Minor
"Detailed dropdown untuk indikator ""Penerima Iuran"" belum ada. <br><br>(SS)",Mayor
"Letak Pilihan Frekuensi Data pada "" Semesteran"" seharusnya terdapat dibawah ""Triwulan""",Kosmetik
"Pada Dokumen T.11 untuk landing page Menu ""Beranda"" seharusnya ""Home""",Minor
Pada pengisian link url dapat menggunakan spasi,Minor
"Belum ada value 'tanggal' utk keterangan ""Tanggal SK Pengangkatan"". <br><br>(SS)",Minor
Row 'Tanggal pengesahan PDP Pertama' belum ada.<br><br>(SS),Minor
"Pada Dokumen T.11  menu Tentang kami terdapat 3 konten (Latar Belakang, Profil Satgas PASTI dan Fungsi &amp; Tugas) namun pada aplikasi belum ada",Mayor
"Kolom "" Tanggal Pengesahan PDP Pertama"" belum ada<br><br>SS terlampir",Minor
"Dropdown ""Penerima Iuran"" tidak ada<br><br>SS terlampir",Mayor
"kolom ""Rasio Pendanaan"" dan ""Rasio Solvabilitas"" belum ada pada template <br><br>SS terlampir",Minor
"Pada Dokumen T.11 untuk menu Publikasi terdapat Sub Menu ""Konten Edukasi"" namun pada aplikasi hanya ""Edukasi""",Kosmetik
"Terdapat Error pada menu KYNBFI<br>untuk user approver, reviewer 1, reviewer 2<br><br>SS terlampir",Fatal
"penempatan tanda ""&gt;"" kurang tepat. cek ss",Minor
"Pada saat melakukan upload gambar menggunakan url, dicoba menggunakan url video youtube namun aplikasi tidak muncul notifikasi bahwa link tersebut salah",Mayor
"1. Pada step DNSH, terdapat pengurangan huruf pada kalimat di aplikasi dan hasil unduh hasil penilaian (SS1)<br><br>2. Pada hasil unduh ""Hasil Penilaian"" terdapat beberapa form yang tidak tersusun rapih paragraf nya (SS2)<br><br>3. Halaman pada hasil unduh nya belum sesuai (SS3)<br><br>4. Keterangan pada hasil akhir bagian hasil unduh penilaian belum sesuai (SS4)<br><br>SS terlampir",Minor
"1. Pada Buat Publikasi Riset langsung dari tahap Publikasi Riset ""judul publikasi riset"" mandatory tetapi jika tidak diisi tidak ada keterangan wajib isi (SS1)<br><br>2. Pada unggah publikasi riset , ukuran dan jenis upload belum sesuai (SS2)<br>",Minor
Fitur search by sector belum berfungsi.,Mayor
"1. Icon ""search"" nya tidak berfungsi (SS1)<br><br>2. Counter FAQ belum ada<br><br>SS terlampir",Mayor
filter sector belum berfungsi pada menu statistics,Mayor
belum ada fitur filter sector pada NEWS,Mayor
"Akun Approver dan Reviewer (dev) belum tersedia, tidak dapat melakukan approve / revisi (stopper). <br><br>(SS)",Fatal
1. masih terdapat pilihan NBFI<br><br>2. Belum ada pilihan All Sector,Mayor
"1.Sudah menggunakan akun usr.pengawas1 (DPSI) data sudah sesuai (DPSI) tetapi table <strong>""Riwayat Rencana Pengawasan""</strong> tidak muncul (g1)<br><br>2.ketika menggunakan akun sekretariat table <strong>""Riwayat Rencana Pengawasan"", </strong>ï»¿mohon untuk disesuaikan (g2)",Mayor
1. Jika diisi tab akan muncul 2 pesan kesalahan terkait karakter<br><br>2. Baris 22-25 diisi 7 digit belum muncul pesan kesalahan,Mayor
ketika field kode KBLI diisi lebih dari 10 karakter lalu klik tombol simpan muncul pop up  error,Mayor
"Akun Reviewer dan Approver (dev) tidak ada saat ingin submit data, tidak sesuai seperti yang ada pada acuan paket pengujian T.3.1<br><br>SS terlampir",Fatal
"Pada app tidak ada ""upload dokumen"" dan ""download dokumen"" sedangkan di t11 dan di mockup ada",Mayor
setelah melakukan persetujuan daftar artikel menggunakan role approval lalu pada saat ingin kembali menjadi role admnisator stuck dihalaman tersebut,Fatal
Untuk konten pada Publikasi Siaran Pers isi artikel untuk format numbering menjadikan isi artikelnya menjadi tidak rapih,Minor
"Ketika status dokumen sudah submitted/Approved, 'Dokumen Khusus' masih dapat diubah. Sebaiknya di lock (utk mitigasi perubahan informasi pasca submit).<br><br>(SS)",Mayor
Logo atau kontak whatsapp pada aplikasi tidak merujuk kepada aplikasi whatsapp / terjadi error,Mayor
"1. Notifikasi utk dokumen yg baru diajukan belum ada.<br>2. Tombol Approve yg di tabel apakah memang tidak ada (?)<br data-mce-bogus=""1""><br>(SS)",Mayor
"Hasil Log gagal tidak sesuai ketika menjalankan skenario ""Upload Koreksi setelah Periode Koreksi (belum laporan rutin, Nomor Surat Sesuai, belum dipakai)""",Mayor
"1. Saat buat data baru mengisi no.identitas, tetapi saat klik tombol buat, yang muncul field NPWP dengan Isian No.Identitas yang tadi diisi<br><br>2. Saat session time out aplikasi menampilkan alert bahwa no identitas sudah diisi <br><br>3. Saat disimpan Error",Mayor
Belum ada keterangan Size dan Ekstensi file yang dapat diupload,Mayor
"Pada Edit Riset kemudian menambahkan laporan hasil riset, hanya dapat mengubah riset tidak bisa menambahkan laporan hasil riset (SS1 &amp; SS2)",Mayor
"Pada saat web di gunakan bahasa inggris, masih ada beberapa menu yang belum berubah menjadi bahasa inggris",Minor
"pada field upload file belum ada catatan ketentuan file upload yang didukung, dan maksimal ukuran file,",Mayor
"Pada tampilan tersebut belum ada ""export Pdf"" sesuai dengan t11",Mayor
Format Tabel Entitas dihentikan pada aplikasi tidak sama dengan format tabel entitas dihentikan pada mockup,Minor
Pada T.1.1 penamaan belum sesuai (SS1),Kosmetik
"Pada menu alamat kantor pusat, periode ketika dari tanggal 1-31 agustus  muncul datanya dan setelah di edit dari tanggal 1-30 agustus. di periode 1-31 agustus tidak muncul datanya padahal tanggal 30 itu masih mencangkup di tanggal 1-31 agustus",Mayor
Tabel 101 dan 102 belum muncul,Mayor
Belum menerima email LJK dan pengawas lebih dari 30 menit,Mayor
pada saat search email tidak keluar nama seperti yang seharusnya pada hasil yang diharapkan dalam T31,Mayor
"Pada menu bar publikasi &gt; berita , dalam skenario dan mockup untuk melihat isi atau konten berita harus klik ""selengkapnya"", namun saat pengujian tanpa klik ""selengkapnya"" masih dalam range berita yang ingin dibuka isi atau konten berita dapat ditampilkan.",Minor
Merge data tidak sama dengan Rutin,Mayor
belum ada button untuk menambahkan ke slider,Mayor
"email pengawas tidak sesuai dengan monitoring, seharusnya hasilnya sukses",Mayor
Penulisan yang benar pada dashboard berbeda nama kolom <b><strong>Konfirmasi</strong></b> atau <b><strong>Konfirmasi PUJK</strong></b> seperti pada bagian atas,Kosmetik
"Data pada Koreksi, Rutin, dan Merge belum muncul",Mayor
gambar latar belakang yang diinput di BE belum muncul di FE,Mayor
Selisih data yang muncul pada Merge,Mayor
1. Log Aktifitas Double<br>2. Saat Delete Data Aktivitas Usaha tidak tercacat di Log,Mayor
"Data pada Koreksi, Rutin, dan Merge belum muncul",Mayor
1. Tidak sesuai mockup<br>2. Tidak ada nomor list,Kosmetik
"pada status submitted tombol ""Review"" tidak bisa di klik",Fatal
Ketika tambah KYE tidak ada history di log perubahan nilai,Mayor
"pada T11, statistic tidak masuk pada slider",Mayor
"ketika klik detail, terjadi error",Fatal
Pada T.1.1 Edit Riset kemudian menambahkan laporan hasilriset  terdapat  field deskripsi tujuan LHR (SS1),Mayor
Jumlah pengulang pada saat password salah terlalu banyak (1440 kali),Mayor
Hak akses belum berfungsi,Mayor
Untuk setiap menu navigasi yang telah dipilih/diklik tidak berbeda (tidak di highlight) dengan menu yang tidak dipilih/diklik,Minor
Pop Up Berhasil tambah data untuk durasinya terlalu cepat<br><br>sebelumnya sudah di test dan sudah oke,Minor
Belum ada Placeholder pada Link Publik untuk memunculkan gambar yang telah diupload pada halaman CMS sesuai dokumen T.11<br><br>-SS1 tampilan Publik dan mockup<br><br>-SS2 dokumen T.11,Mayor
"1.In Depth -&gt; klik Lihat Detail (selengkapnya) pada menu in-depth (g1), <br>2.catatan log yang muncul bukan ""Lihat Detail Data"" (g2)",Mayor
"1.Ketika lihat data<br>-Belum tercatat log ""Lihat Detail Data"" pada Menu -Rencana Pengawasan Lintas Sektor -&gt; Pengawasan Berkala",Mayor
"1.Ketika lihat data<br>Belum tercatat log ""Lihat Detail Data"" pada Menu -Rencana Pengawasan Lintas Sektor -&gt; Pengawasan Insidental",Mayor
Pop Up Berhasil tambah data untuk durasinya terlalu cepat<br><br>sebelumnya sudah di test dan sudah oke,Minor
"1.Ketika lihat data<br>Belum tercatat log ""Lihat Detail Data"" pada Menu -Hasil Pengawasan Lintas Sektor -&gt; Pengawasan KK",Mayor
"1.Ketika lihat data<br>Belum tercatat log ""Lihat Detail Data"" pada Menu -Hasil Pengawasan Lintas Sektor -&gt; Pengawasan Umum (Jenis LJK)",Mayor
"1.Ketika lihat data<br>Belum tercatat log ""Lihat Detail Data"" pada Menu -Hasil Pengawasan Lintas Sektor -&gt; Pengawasan Umum (Nama LJK)",Mayor
"Saat Menambah/Edit pada ""Perihal Surat Pengesahan"" ketika di input lebih dari 50 karakter error 404 dan Jika sesuai T1.1 max 500 karakter",Mayor
"untuk tampilan utama, data pada kolom OSIDA masih belum sesuai acuan dan <b>redundan</b>",Mayor
untuk tampilan OSD 01-22 perlu penyesuaian pada kolom yang tampil,Mayor
"1. Pada aplikasi NIP berawalan 000 , pada excel tidak ada (SS1)<br><br>2. Kolom pada aplikasi dan hasil download excel berbeda (SS2)<br><br>3. Pada Nilai Debit Kredit terdapat yang belum decimal  (SS2)",Minor
Pop Up Berhasil tambah data untuk durasinya terlalu cepat<br><br>sebelumnya sudah di test dan sudah oke,Minor
"1. Pada aplikasi NIP berawalan 000 , pada excel tidak ada (SS1)<br><br>2. Kolom pada aplikasi dan hasil download excel berbeda (SS2)<br><br>3. Pada Nilai Debit Kredit terdapat yang belum decimal  (SS2)",Minor
User ID saat login tidak tercatat,Mayor
1. Tampilan interface blm ada kolom Komponen Bahasa Inggris <br><br>2. Tampilan interface urutan kolom keterangan blm sesuai dengan item data di T11<br><br>3. Untuk checklist ini bisa di-tick keduanya sekaligus? krn saat sit berhasil di tick keduanya<br><br>4. Untuk kirim ke siauto tau berhasil atau engga nya liat kemana?,Minor
web tidak responsif,Mayor
"belum ada isian dan tampilan untuk pdf, tabel, tanggal unggah dan kategori sektor",Mayor
LPIP belum dapat Mengakses menu Data Fraud,Mayor
1. Klik kirim ke SI-AUTO muncul notif error,Mayor
"1. Pesan sandi referensi kolom 3 menampilkan pesan kesalahan harus diisi 1-5, sementara di keterangan strukdat ada 6",Mayor
1. Baris 5-8 diisi lebih dari 3 tidak muncul pesan panjang maksimal,Mayor
"ketika export pdf, masih berbentuk portrait",Kosmetik
"Pada menu login awal, ketika klik ""ENTER"" pada keyboard tidak dapat login, jadi harus klik secara manual",Minor
Pada menu beranda saat klik icon email <b>satgaspasti@ojk.go.id </b>ï»¿tidak mengarahkan kehalaman membuat pesan email,Mayor
"Data pada Sub Menu Kepemilikan, Kepengurusan dan Pejabat Eksekutif Belum Tersedia akibat Integrasi dengan Aplikasi Apolo<br>*Note <br>BPR: 600001 | PT. BPR Jawa Timur<br>KK: KK018 | Perubahan V1 Badan Pembinaan Usaha Indonesia",Mayor
"Sinkronisasi data Kantor Wilayah dan Sentra Keuangan Khusus, Sinkronisasi data Kantor Kas dan Sinkronisasi Status Bank dengan SIPB Data belum tersedia akibat Integrasi dengan Apolo",Mayor
Tampilan Tabel kolom belum sesuai dengan acuan /mockup<br>,Mayor
1. Penulisan tanggal terdapat singkatan (SS1)<br><br>2. Apabila ingin ubah Tipe Acuan - NIP terdapat kolom yang seharusnya mandatory tetapi belum ada tanda mandatory (SS2),Kosmetik
Fitur notifikasi via email kepada user diatas level jabatan user penginput belum ada dikarenakan akun yang belum di sesuaikan,Mayor
Tampilan Tabel kolom belum sesuai dengan acuan /mockup<br>,Mayor
"Klik unduh dan tidak ada file yg terunduh, hanya loading terus",Mayor
"Pada Halaman aplikasi CMS belum ada menu untuk mengatur Judul Utama ""Satgas PASTI"" seperti pada dokumen T.11",Mayor
"lagi dihalaman login tampil error ketika sudah login muncul ""The page isn't working""",Mayor
"Log audit menu RPT <br>-&gt; Inisiasi Tanggal RPT ""Lihat Detail"" <br>-&gt; Perencanaan Materi  ""Lihat Detail"" <br>-&gt; Verifikasi Materi ""Lihat Detail"" <br>-&gt; Penyusunan Agenda ""Lihat Detail"" <br>-&gt; Agenda &amp; Undangan Rapat ""Lihat Detail"" <br>-&gt; Pelaksaan &amp; Pelaporan Hasil Rapat<br> -&gt; Monitoring Penugasan RPT ""Lihat Detail"" <br>-&gt; Tindak Lanjut Penugasan ""Lihat Detail"" , masih belum ada catatan log ketika klik detail, mohon disesuaikan",Mayor
"1. Untuk pengisian detil terdapat field mandatory , tetapi belum terdapat tanda mandatory ( SS1)<br><br>2. Penulisan tanggal terdapat singkatan (SS2)",Minor
Kolom menu tidak ada,Mayor
Tidak dapat download excel Daftar Inseftif (SS1),Mayor
1. Baris 20 muncul pesan validasi rumus 2 kali<br><br>2. Pesan validasi rumus baris 19 belum muncul,Mayor
1. Nama Referensi Kolom 2 kurang tanda koma (cek struktur data),Kosmetik
terdapat pada nama  judul UC03 yang belum sesuai dengan mockup<br>,Kosmetik
"Pada Daftar artikel &gt; menu Tentang Kami karena untuk meletakan gambar menggunakan upload tidak berhasil, namum dapat menggunakan fitur drag and drop, maka untuk tabel upload banner dan lampirannya bisa di hide",Mayor
"pada login sudah input akun dan captcha, namun tidak bisa klik enter untuk login",Mayor
"Dalam T.11 Tombol Pencarian pada navigation bar menggunakan Super Search Bar, namun pada aplikasi tombol pencarian hanya terbatas pada menu regulasi saja",Mayor
Based on Input dan Output T11 blm sesuai label di header,Kosmetik
beberapa informasi pada acuan belum tampil di web,Mayor
beberapa fitur pada acuan belum tampil di web,Mayor
beberapa fitur pada acuan belum tampil di web,Mayor
informasi yang tampil pada salah satu grafik belum sama/seragam,Minor
tidak ada data entitas dihentikan,Mayor
Ada 2 fitur dropdown yang belum tampil pada web,Minor
Ada 2 fitur dropdown yang belum tampil pada web,Minor
dropdown klaster belum tersedia<br>,Mayor
pada download daftar gaji terdapat kolom kosong (SS1),Minor
terdapat beberapa fitur pada acuan yang belum tampil di web,Minor
terdapat beberapa fitur pada acuan yang belum tampil di web,Minor
terdapat beberapa fitur pada acuan yang belum tampil di web,Minor
tidak ada isian dropdown pada satuan kerja<br>,Mayor
"Pada Halaman Detail<br>1. Terdapat Typo pada Penulisan Kabupaten (SS01)<br>2. Field pada form input/edit informasi kantor wilayah ""Tanggal Surat Pemberitahuan Operasional"" Tidak konsisten (SS02)<br>3. Saat Upload ""Foto Tampak Depan Gedung Kantor"" Tidak ada previewnya, dan data sudah di upload tetapi data tidak tersimpan / terpanggil (. (SS03)<br>",Mayor
"1.Pada Dokumen T.11 untuk penamaan kolom adalah ""Nama Entitas"" namun pada aplikasi hanya ""Nama"" SS1<br><br>2. Pada Dokumen T.11 untuk penamaan seharusnya ""Status Penanganan"" namun pada aplikasi hanya ""Status"" SS2",Minor
"Setelah sign out, masih muncul notif error",Mayor
terdapat kolom tabel monitoring belum sesuai dengan mockup<br>,Mayor
"Pada Halaman Detail:<br>1. Kesalahan penamaan title ""Kantor Wilayah"" (SS01)<br>2. Field pada form input/edit informasi SKK ""Tanggal Surat Persetujuan Pembukaan"" Tidak konsisten (SS02)<br>3. Beberapa Field Sudah diisi dan gambar sudah di upload tetapi tidak tersimpan / terpanggil (SS03)<br>",Mayor
terdapat tabel urutan proses masih berada di rata kanan<br>,Kosmetik
Ketika Tombol Download di klik namun data tidak ter-download hanya sekedar review,Mayor
"1. Kalo sudah diklik delete, knp masih muncul di-interface? <br><br>2. dan knp klik edit muncul notif?<br><br>3. seharusnya setelah klik hapus muncul notif kalo data berhasil dihapus",Mayor
terdapat beberapa fitur pada acuan yang belum tampil di web,Minor
terdapat beberapa fitur pada acuan yang belum tampil di web,Minor
"By default seharusnya ketika klik <b>Buat Entitas Baru, </b>seharusnya semua kolom kosong",Minor
alignment judul kolom tidak rata tengah,Kosmetik
Belum bisa get sipena,Mayor
"Download Excel Laporan PPH 21 , pada T.1.1 kolom tidak sesuai (SS1)",Minor
tombol tambah dokumen redundan,Minor
link url youtube error sehingga tidak dapat akses informasi dari video youtube yang telah dicantumkan,Mayor
"ketika login sebagai PUJK pada http://10.224.61.136/APPKPublicPortalDev/PUJK/PUJK<br><br>tampil error: {""error"":""Terjadi Error. Silahkan hubungi Administrator""}",Mayor
Email belum terkirim ke mailbox pada user terkait. (pada appk email keluar sudah ada)<br>,Mayor
"Based on input di T11, seharusnya ada item data terkait nm_peg",Mayor
Skenario 29 tolong diupdate prosesnya lbh detail untuk output poin 3 dan 4,Minor
Tolong provide data  dgn case sisa cuti kurang dari nol,Minor
"Terjadi gangguan koneksi dan muncul notifikasi ""Gagal melakukan absensi"" akan tetapi status pengiriman 100%",Minor
